id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,maximumClinicalTrialPhase,hasBeenWithdrawn,isApproved,tradeNames,synonyms,childChemblIds,description,crossReferences.Wikipedia,crossReferences.drugbank,linkedDiseases.rows,linkedDiseases.count,linkedTargets.rows,linkedTargets.count,yearOfFirstApproval,parentId,crossReferences.DailyMed,crossReferences.PubChem,crossReferences.chEBI,crossReferences.EMA,crossReferences.USAN,crossReferences.TG-GATEs,crossReferences.DrugCentral,crossReferences.INN
CHEMBL1337,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],OUBCNLGXQFSTLU-UHFFFAOYSA-N,Small molecule,False,NITISINONE,4.0,False,True,"['Nityr', 'Orfadin']","['Nitisinone', 'SC-0735']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and is indicated for tyrosinemia and has 2 investigational indications.,['Nitisinone'],['DB00348'],"['MONDO_0004741', 'MONDO_0008753', 'MONDO_0043209']",3.0,['ENSG00000158104'],1,2002.0,,['nitisinone'],['174007248'],['50378'],['https://www.ema.europa.eu/en/medicines/human/EPAR/nityr'],,,,
CHEMBL1418176,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,XWALNWXLMVGSFR-HLXURNFRSA-N,Small molecule,False,METHANDROSTENOLONE,4.0,True,True,['Dianabol'],"['Metandienone', 'Methandienone', 'Methandrostenolone', 'NSC-42722', 'Nerobol', 'Perbolin']",,Small molecule drug with a maximum clinical trial phase of IV. It was withdrawn in at least one region.,['Methandrostenolone'],['DB13586'],,,['ENSG00000169083'],1,,,,"['144205200', '170466069', '29215353']",,,,,,
CHEMBL1708,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,GELRVIPPMNMYGS-RVXRQPKJSA-N,Small molecule,True,PAROXETINE HYDROCHLORIDE,4.0,False,True,"['Paroxetine hydrochloride', 'Paxil', 'Paxil cr', 'Seroxat']","['NSC-758654', 'Paroxetine HCl', 'Paroxetine hydrochloride', 'Paroxetine hydrochloride anhydrous']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1992 and has 7 approved and 3 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0003761', 'MONDO_0002009', 'EFO_0006788', 'EFO_0001358', 'EFO_0004262', 'EFO_0803321', 'EFO_0005230', 'MONDO_0002050', 'EFO_1001917', 'EFO_0004242']",10.0,['ENSG00000108576'],1,1992.0,CHEMBL490,['paroxetine%20hydrochloride'],"['26753519', '85273719']",,,,,,
CHEMBL2110581,Cc1cn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO)O2)c(=O)[nH]c1=O,PRYZSLKPMFOUNL-MHIBGBBJSA-N,Oligonucleotide,False,BEVASIRANIB,3.0,False,False,[],['Bevasiranib'],['CHEMBL2103797'],Oligonucleotide drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,,"['EFO_0001365', 'EFO_0009606']",2.0,"['ENSG00000112715', 'ENSG00000164342']",2,,,,,,,,,,
CHEMBL315838,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,PJWPNDMDCLXCOM-UHFFFAOYSA-N,Small molecule,False,ENCAINIDE,4.0,True,True,[],['Encainide'],['CHEMBL2106155'],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1986 and is indicated for cardiac arrhythmia.,,['DB01228'],['EFO_0004269'],1.0,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1986.0,,,,['4788'],,,,,
CHEMBL3545351,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,HQLHZNDJQSRKDT-UHFFFAOYSA-N,Small molecule,False,AV-101,3.0,False,False,[],"['4-chlorokynurenine', '4-cl-kyn', 'Av-101', 'J578.071C', 'L-4-chlorokynurenine', 'L-4-cl-kyn']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,,"['MONDO_0002050', 'MONDO_0002009', 'EFO_0001361', 'EFO_0005762']",4.0,"['ENSG00000176884', 'ENSG00000183454', 'ENSG00000273079', 'ENSG00000105464', 'ENSG00000116032', 'ENSG00000161509', 'ENSG00000198785']",7,,,,,,,,,,
CHEMBL4298194,,,Gene,False,GIROCTOCOGENE FITELPARVOVEC,3.0,False,False,[],"['Giroctocogene fitelparvovec', 'PF-07055480', 'SB-525']",,Gene drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['MONDO_0010602'],1.0,['ENSG00000185010'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/GIROCTOCOGENE%20FITELPARVOVEC/relevant/1/'],,,
CHEMBL4761468,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DOEOECWDNSEFDN-UHFFFAOYSA-N,Small molecule,False,AUMOLERTINIB,3.0,False,False,"['Ameile', 'Amerol']","['Almonertinib', 'Ameile', 'Amerol', 'Aumolertinib', 'EQ-143', 'EQ143', 'Egfr t790m inhibitor hs-10296', 'HS-10206', 'HS-10296', 'Hs 10296', 'Hs-10296']",['CHEMBL5095491'],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 9 investigational indications.,,,"['EFO_0001421', 'EFO_0000707', 'MONDO_0008903', 'EFO_0000571', 'EFO_0000313', 'EFO_0000616', 'EFO_0003060', 'MONDO_0004992', 'EFO_0000616']",9.0,['ENSG00000146648'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/AUMOLERTINIB/relevant/1/'],,,
CHEMBL5095052,,,Oligonucleotide,False,INCLISIRAN SODIUM,4.0,False,True,['Leqvio'],['Leqvio sodium'],,Oligonucleotide drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for atherosclerosis and familial hypercholesterolemia.,,,"['EFO_0003914', 'EFO_0004911']",2.0,['ENSG00000169174'],1,2020.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/leqvio'],,,,
CHEMBL552212,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,MTJHLONVHHPNSI-IBGZPJMESA-N,Small molecule,False,LEXIBULIN,2.0,False,False,[],"['CYT 997', 'CYT-997', 'CYT997', 'Lexibulin']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,,"['EFO_0001378', 'EFO_0000519']",2.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",15,,,,,,,,,,
CHEMBL65375,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,KGHYQYACJRXCAT-UHFFFAOYSA-N,Small molecule,False,TIPIRACIL HYDROCHLORIDE,4.0,False,True,[],"['TAS-1-462', 'TPI', 'Tipiracil hydrochloride']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and is indicated for colorectal adenocarcinoma and has 2 investigational indications.,,,"['MONDO_0044937', 'EFO_1000657', 'EFO_0000365']",3.0,['ENSG00000025708'],1,2015.0,CHEMBL235668,['tipiracil%20hydrochloride'],,,,,,,
CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,AOXRBFRFYPMWLR-XGXHKTLJSA-N,Small molecule,False,ETHYLESTRENOL,4.0,False,True,['Maxibolin'],"['Durabolin-o', 'Duraboral', 'Ethylestrenol', 'Ethylnandrol', 'Ethyloestrenol', 'NSC-37726', 'Orabolin']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1964.,['Ethylestrenol'],['DB01493'],,,['ENSG00000169083'],1,1964.0,,,"['144206065', '170465211', '50112767']",['31578'],,,,,
CHEMBL1200873,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,Small molecule,False,PHENTOLAMINE MESYLATE,4.0,False,True,"['Oraverse', 'Phentolamine mesylate', 'Regitine', 'Rogitine']","['Mesylate phentolamine', 'NV-101', 'Phentolamine mesilate', 'Phentolamine mesylate', 'Phentolamine methanesulfonate']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1952 and is indicated for adrenal gland pheochromocytoma and has 3 investigational indications.,,,"['MONDO_0008315', 'EFO_0000239', 'EFO_0000319', 'EFO_0001073']",4.0,"['ENSG00000120907', 'ENSG00000150594', 'ENSG00000184160', 'ENSG00000171873', 'ENSG00000170214', 'ENSG00000274286']",6,1952.0,CHEMBL597,['phentolamine%20mesylate'],"['11112076', '50106870', '56423107', '85231326', '855630']",,,,,,
CHEMBL1200874,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],QKHDBRQBSNZFAK-UHFFFAOYSA-M,Small molecule,False,"TOLBUTAMIDE SODIUM, STERILE",4.0,False,True,['Orinase diagnostic'],"['Sodium tolbutamide', 'Tolbutamide sodium', 'Tolbutamide sodium salt', 'Tolbutamide sodium, sterile']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1961.,,,,,"['ENSG00000187486', 'ENSG00000006071']",2,1961.0,CHEMBL782,,,,,,,,
CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,YLRFCQOZQXIBAB-RBZZARIASA-N,Small molecule,False,FLUOXYMESTERONE,4.0,False,True,"['Android-f', 'Androxy', 'Fluoxymesterone', 'Halotestin', 'Ora-testryl']","['Fluoximesterone', 'Fluoxymesterone', 'Fluoxymesterone ciii', 'NSC-10704', 'NSC-12165']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1956 and has 3 approved and 1 investigational indication.,['Fluoxymesterone'],['DB01185'],"['EFO_1001078', 'MONDO_0007254', 'MONDO_0002146', 'EFO_0000616']",4.0,['ENSG00000169083'],1,1956.0,,,"['144206709', '144208052', '17388998', '56422069']",['5120'],,,,,
CHEMBL1528134,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,HNNIWKQLJSNAEQ-UHFFFAOYSA-N,Small molecule,False,BENZYDAMINE HYDROCHLORIDE,4.0,False,True,"['Difflam', 'Difflam-p', 'Lozamine']","['AF-864', 'Benzidamine hydrochloride', 'Benzydamine hcl', 'Benzydamine hydrochloride', 'NSC-759276']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and has 2 investigational indications.,,,"['EFO_1001904', 'EFO_0009688']",2.0,"['ENSG00000073756', 'ENSG00000095303']",2,,CHEMBL12610,,"['144203971', '170465576', '49665028']",,,,,,
CHEMBL2103868,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,HFCFMRYTXDINDK-WNQIDUERSA-N,Small molecule,True,CABOZANTINIB S-MALATE,4.0,False,True,"['Cabometyx', 'Cometriq']","['BMS-907351', 'Cabozantinib malate', 'Cabozantinib s-malate', 'XL-184', 'XL184']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2012 and has 7 approved and 19 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0000681', 'EFO_0000519', 'EFO_0001075', 'MONDO_0004992', 'EFO_0000326', 'EFO_0000272', 'EFO_0000501', 'EFO_0000637', 'EFO_0000673', 'EFO_1001465', 'EFO_0000641', 'EFO_0003968', 'EFO_0000239', 'EFO_0002892', 'EFO_0000640', 'EFO_0000182', 'MONDO_0002108', 'EFO_1000251', 'EFO_0000616', 'EFO_1001512', 'EFO_0007532', 'EFO_0000305', 'EFO_0008524', 'EFO_0004252', 'EFO_0000349', 'EFO_0003060']",26.0,"['ENSG00000128052', 'ENSG00000105976']",2,2012.0,CHEMBL2105717,['cabozantinib%20s-malate'],,['72319'],['https://www.ema.europa.eu/en/medicines/human/EPAR/cabometyx'],,,,
CHEMBL2108893,,,Enzyme,False,ALFIMEPRASE,3.0,False,False,[],['Alfimeprase'],,Enzyme drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,,"['HP_0002140', 'HP_0004936', 'MONDO_0000831']",3.0,"['ENSG00000171560', 'ENSG00000171564', 'ENSG00000171557']",3,,,,,,,,,,
CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N,Small molecule,False,IBUFENAC,4.0,True,True,[],"['(p-isobutylphenyl)acetic acid', 'Ibufenac', 'NSC-99976', 'RD 11654', 'RD-11654']",,Small molecule drug with a maximum clinical trial phase of IV. It was withdrawn in at least one region.,,,,,"['ENSG00000073756', 'ENSG00000095303']",2,,,,"['170465922', '29216132']",['76158'],,,,,
CHEMBL5095027,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,QINWTFKFPMRNJP-UHFFFAOYSA-N,Small molecule,False,OMS405,2.0,False,False,[],['Oms405'],,Small molecule drug with a maximum clinical trial phase of II.,,,,,['ENSG00000132170'],1,,,,,,,,,,
CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,IVDHYUQIDRJSTI-UHFFFAOYSA-N,Small molecule,False,SORAFENIB TOSYLATE,4.0,False,True,['Nexavar'],"['BAY 54-9085', 'BAY-54-9085', 'Sorafenib tosilate', 'Sorafenib tosylate']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2005 and has 7 approved and 54 investigational indications.,,,"['MONDO_0004192', 'MONDO_0011719', 'EFO_0000691', 'EFO_0000349', 'EFO_0006352', 'EFO_1001968', 'EFO_0006861', 'EFO_0000756', 'EFO_0002501', 'EFO_0000389', 'EFO_0000641', 'MONDO_0002367', 'MONDO_0004992', 'EFO_0000365', 'MONDO_0008903', 'MONDO_0008170', 'EFO_0007535', 'EFO_0000220', 'EFO_0002618', 'EFO_0000616', 'EFO_1000613', 'EFO_1001465', 'EFO_1000657', 'MONDO_0021063', 'EFO_0002938', 'MONDO_0044926', 'EFO_0002499', 'EFO_0000588', 'EFO_1001469', 'EFO_0000501', 'EFO_0000673', 'MONDO_0002691', 'EFO_1001052', 'MONDO_0044937', 'MONDO_0004986', 'EFO_0003060', 'EFO_0001378', 'EFO_0000224', 'MONDO_0007254', 'MONDO_0008315', 'MONDO_0002108', 'EFO_0003833', 'EFO_1001951', 'EFO_0000640', 'EFO_0000182', 'EFO_0000519', 'EFO_0009907', 'EFO_0000702', 'EFO_1000158', 'EFO_0000095', 'MONDO_0002087', 'EFO_0000681', 'EFO_0000222', 'MONDO_0001187', 'EFO_0000403', 'EFO_0000637', 'EFO_0000335', 'EFO_0003871', 'EFO_0002892', 'EFO_0003032', 'MONDO_0002158']",61.0,"['ENSG00000102755', 'ENSG00000037280', 'ENSG00000128052', 'ENSG00000157764', 'ENSG00000122025', 'ENSG00000132155', 'ENSG00000113721', 'ENSG00000165731', 'ENSG00000157404']",9,2005.0,CHEMBL1336,['sorafenib%20tosylate'],"['144206042', '170465175', '85147444']",['50928'],['https://www.ema.europa.eu/en/medicines/human/EPAR/nexavar'],,,,
CHEMBL1509,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,METQSPRSQINEEU-HXCATZOESA-N,Small molecule,False,DROSPIRENONE,4.0,False,True,"['Angeliq', 'Slynd']","['Drospirenone', 'NSC-760103', 'ZK 30595', 'ZK-30595']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and is indicated for acne and has 7 investigational indications.,['Drospirenone'],['DB01395'],"['EFO_1000710', 'EFO_0000660', 'EFO_0003894', 'EFO_0005204', 'MONDO_0004169', 'EFO_0005924', 'HP_0100607', 'MONDO_0002050']",8.0,"['ENSG00000082175', 'ENSG00000151623']",2,2001.0,,['drospirenone'],"['144205769', '170464870']",['50838'],,,,,
CHEMBL2109364,,,Antibody,False,AR-20.5,2.0,False,False,[],['AR-20.5'],,Antibody drug with a maximum clinical trial phase of II.,,,,,['ENSG00000185499'],1,,,,,,,,,,
CHEMBL2109598,,,Antibody,False,BIIB-023,2.0,False,False,[],"['BIIB-023', 'Biib-023']",,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,,"['EFO_0005761', 'EFO_0000685']",2.0,['ENSG00000239697'],1,,,,,,,,,,
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,Small molecule,False,ASPIRIN,4.0,False,True,"['8-hour bayer', 'Acetosalic Acid', 'Acetylsalic acid', 'Acetylsalicylic Acid', 'Alka rapid', 'Anadin all night', 'Angettes 75', 'Aspirin', 'Aspro clr', 'Bayer extra strength aspirin for migraine pain', 'Danamep', 'Disprin cv', 'Disprin direct', 'Durlaza', 'Ecotrin', 'Enprin', 'Equi-Prin', 'Gencardia', 'Levius', 'Max strgh aspro clr', 'Measurin', 'Micropirin ec', 'Nu-seals 300', 'Nu-seals 600', 'Nu-seals 75', 'Nu-seals cardio 75', 'Paynocil', 'Platet', 'Platet 300', 'Postmi 300', 'Postmi 75', 'Salicylic Acid Acetate', 'Vazalore']","['Acetyl salicylate', 'Acetylsalicylic Acid', 'Acetylsalicylic acid', 'Acetylsalicylic acid (who-ip)', 'Acetylsalicylicum acidum', 'Acidum acetylsalicylicum', 'Acidum acetylsalicylicum (who-ip)', 'Aspirin', 'BAY1019036', 'Benzoic acid, 2-(acetyloxy)-', 'NSC-27223', 'NSC-406186']","['CHEMBL1697753', 'CHEMBL2296002']",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1950 and has 19 approved and 143 investigational indications.,['Aspirin'],['DB00945'],"['EFO_0000495', 'MONDO_0007576', 'EFO_0000180', 'EFO_0001645', 'Orphanet_733', 'EFO_0002615', 'EFO_0008586', 'EFO_0004607', 'HP_0012042', 'EFO_0007328', 'MONDO_0002009', 'EFO_0003843', 'MONDO_0004247', 'EFO_0000266', 'EFO_0003144', 'EFO_0000275', 'EFO_0009364', 'HP_0012378', 'EFO_0003770', 'EFO_0000519', 'MONDO_0005277', 'EFO_0003868', 'EFO_0000339', 'MONDO_0011962', 'EFO_0004698', 'EFO_1001157', 'EFO_0003106', 'EFO_0005411', 'EFO_1001161', 'MP_0001845', 'EFO_0003914', 'EFO_0000571', 'MONDO_0005178', 'EFO_0003060', 'EFO_0004277', 'MONDO_0008170', 'EFO_0009315', 'EFO_0008573', 'EFO_0000389', 'MONDO_0005090', 'EFO_0010282', 'EFO_0000764', 'EFO_0003964', 'EFO_1000637', 'EFO_1001951', 'HP_0002140', 'MONDO_0043839', 'MONDO_0005835', 'EFO_0003870', 'MONDO_0010888', 'EFO_0005406', 'MONDO_0004979', 'HP_0005521', 'EFO_0000319', 'EFO_0000195', 'MONDO_0007254', 'MONDO_0021108', 'MONDO_0005129', 'MP_0001914', 'EFO_0000673', 'EFO_0000712', 'EFO_0001378', 'EFO_0007443', 'EFO_0000266', 'EFO_0003931', 'EFO_0009606', 'EFO_0001361', 'EFO_0000545', 'HP_0100806', 'MONDO_0041052', 'EFO_0000668', 'EFO_0005856', 'EFO_0007541', 'HP_0002239', 'MONDO_0100096', 'MONDO_0018896', 'MONDO_0018076', 'EFO_0004610', 'MONDO_0001056', 'EFO_0004286', 'HP_0002315', 'EFO_1000860', 'EFO_0000182', 'HP_0004398', 'EFO_0000537', 'MONDO_0004985', 'EFO_0003893', 'EFO_0008585', 'EFO_0004259', 'EFO_0003913', 'HP_0003326', 'EFO_0003764', 'EFO_0000280', 'EFO_0009454', 'EFO_0007129', 'EFO_1001375', 'HP_0003394', 'EFO_0000341', 'EFO_0000616', 'EFO_0000707', 'EFO_0003763', 'EFO_0001663', 'EFO_0003875', 'EFO_0006859', 'EFO_0003869', 'EFO_0002429', 'EFO_0003884', 'EFO_0004264', 'EFO_1001154', 'EFO_0003777', 'EFO_0000400', 'EFO_0002950', 'EFO_0000649', 'EFO_1000954', 'HP_0100607', 'EFO_0009854', 'EFO_0000479', 'EFO_0000729', 'EFO_0009314', 'Orphanet_309005', 'MONDO_0005301', 'EFO_0000556', 'EFO_0000684', 'EFO_1000657', 'MONDO_0011382', 'EFO_1002022', 'EFO_0000538', 'EFO_0002618', 'HP_0002745', 'EFO_0003762', 'EFO_0005407', 'EFO_0003768', 'EFO_0000694', 'HP_0003418', 'EFO_0004252', 'EFO_0009846', 'EFO_0008583', 'EFO_0000546', 'MONDO_0002679', 'HP_0000618', 'EFO_0009686', 'HP_0004936', 'MONDO_0021063', 'MONDO_0002974', 'MONDO_0007915', 'MONDO_0004992', 'HP_0001945', 'MONDO_0002258', 'HP_0004419', 'EFO_0004265', 'MONDO_0008315', 'EFO_0010072', 'EFO_0005672', 'HP_0003419', 'HP_0012228', 'EFO_0000612', 'EFO_1001923', 'HP_0003124', 'MONDO_0005148', 'MONDO_0000831', 'EFO_0004246', 'EFO_0007214', 'EFO_0004211']",163.0,"['ENSG00000073756', 'ENSG00000095303']",2,1950.0,,['aspirin'],"['144203627', '144209315', '144210466', '170465039', '17389202', '17390036', '174007205', '26747283', '26752858', '47193676', '50105490', '85230910', '87798', '90340586']",['15365'],,,['14'],,
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,IIBYAHWJQTYFKB-UHFFFAOYSA-N,Small molecule,False,BEZAFIBRATE,4.0,False,True,"['Bezagen xl', 'Bezalip', 'Bezalip-mono', 'Fibrazate xl', 'Liparol xl', 'Zimbacol xl']","['BM 15.075', 'BM-15.075', 'BM-15075', 'Bezafibrate', 'Bezatol sr', 'NSC-758174']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and is indicated for cardiovascular disease and has 7 investigational indications.,['Bezafibrate'],['DB01393'],"['MONDO_0005148', 'MONDO_0004985', 'EFO_0004268', 'EFO_0000198', 'Orphanet_79211', 'MONDO_0044970', 'EFO_1001486', 'EFO_0000319']",8.0,"['ENSG00000132170', 'ENSG00000186951', 'ENSG00000112033']",3,,,,"['11112764', '144204196', '144212162', '170465743', '26751546', '26751547', '56422496', '855877', '90341401']",['47612'],,,,,
CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,AILRADAXUVEEIR-UHFFFAOYSA-N,Small molecule,False,BRIGATINIB,4.0,False,True,['Alunbrig'],"['AP-26113', 'AP26113', 'Ap-26113', 'Brigatinib']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and is indicated for neoplasm and non-small cell lung carcinoma and has 1 investigational indication.,,['DB12267'],"['EFO_0000616', 'EFO_0003060', 'EFO_0003032']",3.0,"['ENSG00000171094', 'ENSG00000146648']",2,2017.0,,['brigatinib'],,,['https://www.ema.europa.eu/en/medicines/human/EPAR/alunbrig'],,,,
CHEMBL3786673,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCNC(=O)c1ccccc1O,JQLBBYLGWHUHRW-KUBAVDMBSA-N,Small molecule,False,EDASALONEXENT,3.0,False,False,[],"['CAT 1004', 'CAT-1004', 'CAT1004', 'Cat 1004', 'Cat-1004', 'Edasalonexent']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,['DB15010'],"['MONDO_0010679', 'MONDO_0005148']",2.0,"['ENSG00000077150', 'ENSG00000109320', 'ENSG00000173039']",3,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/EDASALONEXENT/relevant/1/'],,,
CHEMBL405,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,Small molecule,True,AMPHETAMINE,4.0,False,True,"['Adzenys er', 'Adzenys xr-odt', 'Dyanavel xr']","['Amfetamin', 'Amfetamine', 'Amphetamine', 'Amphetamine, dl-', 'Dyanavel', 'NSC-27159', 'Norephedrane']","['CHEMBL3250774', 'CHEMBL1200377', 'CHEMBL3250773', 'CHEMBL3250775', 'CHEMBL554211', 'CHEMBL1200387', 'CHEMBL3250772', 'CHEMBL3250770', 'CHEMBL3250771', 'CHEMBL501']",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1955 and has 3 approved and 4 investigational indications. This drug has a black box warning from the FDA.,"['Adderall', 'Amphetamine']",['DB00182'],"['EFO_0003888', 'EFO_0001073', 'MONDO_0016158', 'EFO_0003925', 'EFO_0003888', 'EFO_0003888', 'EFO_0002610', 'EFO_0002610']",8.0,"['ENSG00000103546', 'ENSG00000142319']",2,1955.0,,['amphetamine'],,['2679'],,,,,
